id,name,name_eng,category,volume,alcohol,price,brand,nation,distillery,local_full_path,eng_category,alcohol_group,region
10102008,크라이넬리쉬 14년,Clynelish 14yo,SM_G46,700,46,109000,Clynelish,스코틀랜드,Clynelish,photos/10102008_1.webp,Single Malt,46+,하이랜드
10102009,크라이넬리쉬 더 디스틸러스 에디션 2022,Clynelish The Distillers Edition 2022,SM_G46,700,46,205000,Clynelish,스코틀랜드,Clynelish,photos/10102009_1.webp,Single Malt,46+,하이랜드
10102011,크라비 야드헤드,Crabbie's Yardhead,SM_40_43,700,40,24900,Crabbie,스코틀랜드,,photos/10102011_1.webp,Single Malt,40–43,로우랜드
10102012,크래겐모어 12년,Cragganmore 12yo,SM_40_43,700,40,85000,Cragganmore,스코틀랜드,Cragganmore,photos/10102012_1.webp,Single Malt,40–43,스페이사이드
10102013,크래겐모어 20년,Cragganmore 20yo,SM_G46,700,55.8,415000,Cragganmore,스코틀랜드,Cragganmore,photos/10102013_1.webp,Single Malt,46+,스페이사이드
10102014,크래겐모어 더 디스틸러스 에디션 2022,Cragganmore The Distillers Edition 2022,SM_40_43,700,40,144000,Cragganmore,스코틀랜드,Cragganmore,photos/10102014_1.webp,Single Malt,40–43,스페이사이드
10102015,크라이겔라키 13년,Craigellachie 13yo,SM_G46,700,46,109000,Craigellachie,스코틀랜드,Craigellachie,photos/10102015_1.webp,Single Malt,46+,스페이사이드
10102016,크레이갤러키 17년,Craigellachie 17yo,SM_G46,700,46,214000,Craigellachie,스코틀랜드,Craigellachie,photos/10102016_1.webp,Single Malt,46+,스페이사이드
10102017,달모어 12년,Dalmore 12yo,SM_40_43,700,40,123900,Dalmore,스코틀랜드,Dalmore,photos/10102017_1.webp,Single Malt,40–43,하이랜드
10102018,달모어 12년 43%,Dalmore 12yo 43%,SM_43_46,750,43,135000,Dalmore,스코틀랜드,Dalmore,photos/10102018_1.webp,Single Malt,43–46,하이랜드
10102019,달모어 12년 셰리 캐스크,Dalmore 12yo Sherry Cask Select,SM_43_46,700,43,154000,Dalmore,스코틀랜드,Dalmore,photos/10102019_1.webp,Single Malt,43–46,하이랜드
10102020,달모어 12년 셰리 캐스크(구형),Dalmore 12yo Sherry Cask Select (Old Bottle),SM_43_46,700,43,156000,Dalmore,스코틀랜드,Dalmore,photos/10102020_1.webp,Single Malt,43–46,하이랜드
10102021,달모어 15년,Dalmore 15yo,SM_40_43,700,40,200000,Dalmore,스코틀랜드,Dalmore,photos/10102021_1.webp,Single Malt,40–43,하이랜드
10102022,달모어 16년 루미너리 No.2 2024 에디션,Dalmore 16yo Luminary No.2 2024 Edition,SM_G46,700,48.6,679000,Dalmore,스코틀랜드,Dalmore,photos/10102022_1.webp,Single Malt,46+,하이랜드
10102023,달모어 18년,Dalmore 18yo,SM_43_46,700,43,520000,Dalmore,스코틀랜드,Dalmore,photos/10102023_1.webp,Single Malt,43–46,하이랜드
10102024,달모어 18년(구형),Dalmore 18yo (Old Bottle),SM_43_46,700,43,529000,Dalmore,스코틀랜드,Dalmore,photos/10102024_1.webp,Single Malt,43–46,하이랜드
10102025,달모어 1973 30년,Dalmore 1973 30yo,SM_40_43,700,42,8800000,Dalmore,스코틀랜드,Dalmore,photos/10102025_1.webp,Single Malt,40–43,하이랜드
10102026,달모어 1980 레어 빈티지,Dalmore 1980 Rare Vintage,SM_40_43,700,40,3400000,Dalmore,스코틀랜드,Dalmore,photos/10102026_1.webp,Single Malt,40–43,하이랜드
10102027,달모어 2002 빈티지,Dalmore 2002 Vintage,SM_G46,700,46,1090000,Dalmore,스코틀랜드,Dalmore,photos/10102027_1.webp,Single Malt,46+,하이랜드
10102028,달모어 2003 빈티지,Dalmore 2003 Vintage,SM_G46,700,46.9,849000,Dalmore,스코틀랜드,Dalmore,photos/10102028_1.webp,Single Malt,46+,하이랜드
10102029,달모어 2007 빈티지,Dalmore 2007 Vintage,SM_G46,700,46.5,318800,Dalmore,스코틀랜드,Dalmore,photos/10102029_1.webp,Single Malt,46+,하이랜드
10102030,달모어 2008 빈티지,Dalmore 2008 Vintage,SM_43_46,700,45.8,264800,Dalmore,스코틀랜드,Dalmore,photos/10102030_1.webp,Single Malt,43–46,하이랜드
10102031,달모어 20년,Dalmore 20yo,SM_40_43,700,40,1100000,Dalmore,스코틀랜드,Dalmore,photos/10102031_1.webp,Single Malt,40–43,하이랜드
10102032,달모어 20년 2022 에디션,Dalmore 20yo 2022 Edition,SM_43_46,700,43.6,1000000,Dalmore,스코틀랜드,Dalmore,photos/10102032_1.webp,Single Malt,43–46,하이랜드
10102033,달모어 21년,Dalmore 21yo,SM_43_46,700,43.8,1450000,Dalmore,스코틀랜드,Dalmore,photos/10102033_1.webp,Single Malt,43–46,하이랜드
10102034,달모어 25년,Dalmore 25yo,SM_40_43,700,42,2900000,Dalmore,스코틀랜드,Dalmore,photos/10102034_1.webp,Single Malt,40–43,하이랜드
10102035,달모어 30년 2022 에디션,Dalmore 30yo 2022 Edition,SM_43_46,700,43.2,11650000,Dalmore,스코틀랜드,Dalmore,photos/10102035_1.webp,Single Malt,43–46,하이랜드
10102036,달모어 40년 2022 에디션,Dalmore 40yo 2022 Edition,SM_40_43,700,42,31500000,Dalmore,스코틀랜드,Dalmore,photos/10102036_1.webp,Single Malt,40–43,하이랜드
10102037,달모어 45년,Dalmore 45yo,SM_40_43,700,40,40000000,Dalmore,스코틀랜드,Dalmore,photos/10102037_1.webp,Single Malt,40–43,하이랜드
10102038,달모어 시가 몰트 리저브,Dalmore Cigar Malt Reserve,SM_43_46,700,44,228000,Dalmore,스코틀랜드,Dalmore,photos/10102038_1.webp,Single Malt,43–46,하이랜드
10102039,달모어 컨스텔레이션 1990,Dalmore Constellation 1990,SM_G46,700,56.5,13750000,Dalmore,스코틀랜드,Dalmore,photos/10102039_1.webp,Single Malt,46+,하이랜드
10102040,달모어 컨스텔레이션 1991,Dalmore Constellation 1991,SM_G46,700,57.9,15000000,Dalmore,스코틀랜드,Dalmore,photos/10102040_1.webp,Single Malt,46+,하이랜드
10102041,달모어 컨스텔레이션 1992,Dalmore Constellation 1992,SM_G46,700,53.8,8400000,Dalmore,스코틀랜드,Dalmore,photos/10102041_1.webp,Single Malt,46+,하이랜드
10102042,달모어 킹 알렉산더 3세,Dalmore King Alexander III,SM_40_43,700,40,393500,Dalmore,스코틀랜드,Dalmore,photos/10102042_1.webp,Single Malt,40–43,하이랜드
10102043,달모어 킹 알렉산더 3세 드래곤 에디션,Dalmore King Alexander III Dragon Limited Edition,SM_40_43,700,40,409000,Dalmore,스코틀랜드,Dalmore,photos/10102043_1.webp,Single Malt,40–43,하이랜드
10102044,달모어 킹 알렉산더 3세 페스티브 리미티드 에디션,Dalmore King Alexander III Festive Limited Edition,SM_40_43,700,40,410000,Dalmore,스코틀랜드,Dalmore,photos/10102044_1.webp,Single Malt,40–43,하이랜드
10102045,달모어 포트 우드 리저브,Dalmore Port Wood Reserve,SM_G46,700,46.5,157000,Dalmore,스코틀랜드,Dalmore,photos/10102045_1.webp,Single Malt,46+,하이랜드
10102046,달모어 퀸터센스,Dalmore Quintessence,SM_43_46,700,45,3589000,Dalmore,스코틀랜드,Dalmore,photos/10102046_1.webp,Single Malt,43–46,하이랜드
10102047,달모어 트리오 1L,Dalmore The Trio 1L,SM_40_43,1000,40,225000,Dalmore,스코틀랜드,Dalmore,photos/10102047_1.webp,Single Malt,40–43,하이랜드
10102048,달위니 15년,Dalwhinnie 15yo,SM_43_46,700,43,92900,Dalwhinnie,스코틀랜드,Dalwhinnie,photos/10102048_1.webp,Single Malt,43–46,하이랜드
10102049,달위니 30년 2019,Dalwhinnie 30yo 2019,SM_G46,700,54.7,1500000,Dalwhinnie,스코틀랜드,Dalwhinnie,photos/10102049_1.webp,Single Malt,46+,하이랜드
10102050,달위니 윈터스 골드,Dalwhinnie Winter's Gold,SM_43_46,700,43,95000,Dalwhinnie,스코틀랜드,Dalwhinnie,photos/10102050_1.webp,Single Malt,43–46,하이랜드
10102051,다크니스 8년,Darkness 8yo,SM_G46,700,47.8,154000,,스코틀랜드,,photos/10102051_1.webp,Single Malt,46+,스페이사이드
10102052,딘스톤 12년,Deanston 12yo,SM_G46,700,46.3,85000,Deanston,스코틀랜드,Deanston,photos/10102052_1.webp,Single Malt,46+,하이랜드
10102053,딘스톤 켄터키 캐스크,Deanston Kentucky Cask,SM_40_43,700,40,54000,Deanston,스코틀랜드,Deanston,photos/10102053_1.webp,Single Malt,40–43,하이랜드
10102054,딘스톤 버진 오크,Deanston Virgin Oak,SM_G46,700,46.3,44000,Deanston,스코틀랜드,Deanston,photos/10102054_1.webp,Single Malt,46+,하이랜드
10102055,에드라두어 10년,Edradour 10yo,SM_40_43,700,40,99000,Edradour,스코틀랜드,Edradour,photos/10102055_1.webp,Single Malt,40–43,하이랜드
10102056,패터캐른 12년,Fettercairn 12yo,SM_40_43,700,40,105000,Fettercairn,스코틀랜드,Fettercairn,photos/10102056_1.webp,Single Malt,40–43,하이랜드
10102057,핀라간 CS,Finlaggan CS,SM_G46,700,58,103000,Finlaggan,스코틀랜드,,photos/10102057_1.webp,Single Malt,46+,아일라 섬
10102058,핀라간 올드 리저브,Finlaggan Old Reserve,SM_40_43,700,40,87000,Finlaggan,스코틀랜드,,photos/10102058_1.webp,Single Malt,40–43,아일라 섬
10102059,핀라간 레드 와인 캐스크,Finlaggan Red Wine Cask,SM_G46,700,46,109000,Finlaggan,스코틀랜드,,photos/10102059_1.webp,Single Malt,46+,아일라 섬
10102060,핀라간 오리지널,Finlaggan original,SM_40_43,700,40,89000,Finlaggan,스코틀랜드,,photos/10102060_1.webp,Single Malt,40–43,아일라 섬
10102061,펄킨 49 툴리바딘,Firkin 49 Tullibardine,SM_G46,700,48.9,200000,Firkin,스코틀랜드,Tullibardine,photos/10102061_1.webp,Single Malt,46+,하이랜드
10102062,펄킨 아일라,Firkin Islay,SM_G46,700,48.9,254000,Firkin,스코틀랜드,,photos/10102062_1.webp,Single Malt,46+,아일라 섬
10102063,펄킨 레어 티니닉,Firkin Rare Teaninich,SM_G46,700,48.9,254000,Firkin,스코틀랜드,Teaninich,photos/10102063_1.webp,Single Malt,46+,하이랜드
10102064,펄킨 텐 링크우드,Firkin Ten Linkwood,SM_G46,700,48.9,205000,Firkin,스코틀랜드,,photos/10102064_1.webp,Single Malt,46+,스페이사이드
10102065,글래스고 1770 5년 PX 캐스크 피니시 CS,Glasgow 1770 5yo PX Cask Finish CS,SM_G46,700,60.9,410000,Glasgow 1770,스코틀랜드,Glasgow,photos/10102065_1.webp,Single Malt,46+,로우랜드
10102066,글래스고 1770 꼬냑 캐스크 피니시,Glasgow 1770 Cognac Cask Finish,SM_G46,700,56,210000,Glasgow 1770,스코틀랜드,Glasgow,photos/10102066_1.webp,Single Malt,46+,로우랜드
10102067,글래스고 1770 피티드,Glasgow 1770 Peated,SM_G46,700,46,82000,Glasgow 1770,스코틀랜드,Glasgow,photos/10102067_1.webp,Single Malt,46+,로우랜드
10102068,글래스고 1770 더 오리지널,Glasgow 1770 The Original,SM_G46,700,46,105000,Glasgow 1770,스코틀랜드,Glasgow,photos/10102068_1.webp,Single Malt,46+,로우랜드
10102069,글래스고 1770 트리플 디스틸드,Glasgow 1770 Triple Distilled,SM_G46,700,46,108000,Glasgow 1770,스코틀랜드,Glasgow,photos/10102069_1.webp,Single Malt,46+,로우랜드
10102070,글렌 엘긴 12년,Glen Elgin 12yo,SM_43_46,700,43,79000,Glen Elgin,스코틀랜드,Glen Elgin,photos/10102070_1.webp,Single Malt,43–46,스페이사이드
10102071,글렌 엘긴 18년,Glen Elgin 18yo,SM_G46,700,54.8,600000,Glen Elgin,스코틀랜드,Glen Elgin,photos/10102071_1.webp,Single Malt,46+,스페이사이드
10102072,글렌 기어리 12년,Glen Garioch 12yo,SM_G46,700,48,120000,Glen Garioch,스코틀랜드,Glen Garioch,photos/10102072_1.webp,Single Malt,46+,하이랜드
10102073,글렌 기어리 12년 1L,Glen Garioch 12yo 1L,SM_G46,1000,48,153000,Glen Garioch,스코틀랜드,Glen Garioch,photos/10102073_1.webp,Single Malt,46+,하이랜드
10102074,글렌 기어리 15년,Glen Garioch 15yo,SM_G46,700,53.7,259000,Glen Garioch,스코틀랜드,Glen Garioch,photos/10102074_1.webp,Single Malt,46+,하이랜드
10102075,글렌 기어리 17년 르네상스 챕터 3,Glen Garioch 17yo The Renaissance Chapter 3,SM_G46,700,50.8,365900,Glen Garioch,스코틀랜드,Glen Garioch,photos/10102075_1.webp,Single Malt,46+,하이랜드
10102076,글렌 모레이 12년,Glen Moray 12yo,SM_40_43,700,40,75000,Glen Moray,스코틀랜드,Glen Moray,photos/10102076_1.webp,Single Malt,40–43,스페이사이드
10102077,글렌 모레이 15년,Glen Moray 15yo,SM_40_43,700,40,123000,Glen Moray,스코틀랜드,Glen Moray,photos/10102077_1.webp,Single Malt,40–43,스페이사이드
10102078,글렌 모레이 16년,Glen Moray 16yo,SM_40_43,700,40,135000,Glen Moray,스코틀랜드,Glen Moray,photos/10102078_1.webp,Single Malt,40–43,스페이사이드
10102079,글렌 모레이 8년,Glen Moray 8yo,SM_40_43,700,40,72000,Glen Moray,스코틀랜드,Glen Moray,photos/10102079_1.webp,Single Malt,40–43,스페이사이드
10102080,글렌 모레이 샤르도네 캐스크 피니시,Glen Moray Chardonnay Cask Finish,SM_40_43,700,40,49900,Glen Moray,스코틀랜드,Glen Moray,photos/10102080_1.webp,Single Malt,40–43,스페이사이드
10102081,글렌 모레이 엘긴 클래식,Glen Moray Elgin Classic,SM_40_43,700,40,45000,Glen Moray,스코틀랜드,Glen Moray,photos/10102081_1.webp,Single Malt,40–43,스페이사이드
10102082,글렌 모레이 피티드 싱글몰트,Glen Moray Peated Single Malt,SM_40_43,700,40,69000,Glen Moray,스코틀랜드,Glen Moray,photos/10102082_1.webp,Single Malt,40–43,스페이사이드
10102083,글렌 모레이 포트 캐스크 피니시,Glen Moray Port Cask Finish,SM_40_43,700,40,47000,Glen Moray,스코틀랜드,Glen Moray,photos/10102083_1.webp,Single Malt,40–43,스페이사이드
10102084,글렌 모레이 셰리 캐스크 피니시,Glen Moray Sherry Cask Finish,SM_40_43,700,40,49900,Glen Moray,스코틀랜드,Glen Moray,photos/10102084_1.webp,Single Malt,40–43,스페이사이드
10102085,글렌스코샤 10년,Glen Scotia 10yo,SM_40_43,700,40,150000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102085_1.webp,Single Malt,40–43,캠벨타운
10102086,글렌스코샤 11년 캠벨타운 몰트 페스티벌 2023,Glen Scotia 11yo Campbeltown Malts Festival 2023,SM_G46,700,54.7,259900,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102086_1.webp,Single Malt,46+,캠벨타운
10102087,글렌스코샤 12년 CS 시즈널 릴리즈 2021,Glen Scotia 12yo CS Seasonal Release 2021,SM_G46,700,54.7,270000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102087_1.webp,Single Malt,46+,캠벨타운
10102088,글렌스코샤 12년 CS 시즈널 릴리즈 2022,Glen Scotia 12yo CS Seasonal Release 2022,SM_G46,700,53.3,270000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102088_1.webp,Single Malt,46+,캠벨타운
10102089,글렌스코샤 14년 아이콘 오브 캠벨타운 릴리즈 No.2,Glen Scotia 14yo Icons of Campbeltown Release No.2,SM_G46,700,56.8,309500,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102089_1.webp,Single Malt,46+,캠벨타운
10102090,글렌스코샤 15년,Glen Scotia 15yo,SM_G46,700,46,184900,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102090_1.webp,Single Malt,46+,캠벨타운
10102091,글렌스코샤 16년 1L,Glen Scotia 16yo 1L,SM_G46,1000,46,214000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102091_1.webp,Single Malt,46+,캠벨타운
10102092,글렌스코샤 18년,Glen Scotia 18yo,SM_G46,700,46,353000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102092_1.webp,Single Malt,46+,캠벨타운
10102093,글렌스코샤 18년(구형),Glen Scotia 18yo (Old Bottle),SM_G46,700,46,345000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102093_1.webp,Single Malt,46+,캠벨타운
10102094,글렌스코샤 21년,Glen Scotia 21yo,SM_G46,700,46,990000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102094_1.webp,Single Malt,46+,캠벨타운
10102095,글렌스코샤 25년,Glen Scotia 25yo,SM_G46,700,48.8,2100000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102095_1.webp,Single Malt,46+,캠벨타운
10102096,글렌스코샤 캠벨타운 하버,Glen Scotia Campbeltown Harbour,SM_40_43,700,40,88000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102096_1.webp,Single Malt,40–43,캠벨타운
10102097,글렌스코샤 더블 캐스크,Glen Scotia Double Cask,SM_G46,700,46,100000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102097_1.webp,Single Malt,46+,캠벨타운
10102098,글렌스코샤 더블 캐스크(구형),Glen Scotia Double Cask (Old Bottle),SM_G46,700,46,95000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102098_1.webp,Single Malt,46+,캠벨타운
10102099,글렌스코샤 더블 캐스크 럼 캐스크 피니시,Glen Scotia Double Cask Rum Cask Finish,SM_G46,700,46,124000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102099_1.webp,Single Malt,46+,캠벨타운
10102100,글렌스코샤 티앤프루프 익스클루시브 CS 2016,Glen Scotia Tea and Proof Exclusive CS 2016,SM_G46,700,57.7,230000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102100_1.webp,Single Malt,46+,캠벨타운
10102101,글렌스코샤 빅토리아나 CS,Glen Scotia Victoriana CS,SM_G46,700,54.2,214000,Glen Scotia,스코틀랜드,Glen Scotia,photos/10102101_1.webp,Single Malt,46+,캠벨타운
10102102,글렌 스페이 12년,Glen Spey 12yo,SM_43_46,700,43,141500,Glen Spey,스코틀랜드,Glen Spey,photos/10102102_1.webp,Single Malt,43–46,스페이사이드
10102103,글렌 터너 12년,Glen Turner 12yo,SM_40_43,700,40,67000,Glen Turner,스코틀랜드,Starlaw,photos/10102103_1.webp,Single Malt,40–43,로우랜드
10102104,글렌 터너 헤리티지 더블 캐스크,Glen Turner Heritage Double Cask,SM_40_43,700,40,48200,Glen Turner,스코틀랜드,Starlaw,photos/10102104_1.webp,Single Malt,40–43,로우랜드
10102105,글렌알라키 10년 CS 배치 1,GlenAllachie 10yo CS Batch 1,SM_G46,750,57.1,845000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102105_1.webp,Single Malt,46+,스페이사이드
10102106,글렌알라키 10년 CS 배치 10,GlenAllachie 10yo CS Batch 10,SM_G46,700,58.6,162000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102106_1.webp,Single Malt,46+,스페이사이드
10102107,글렌알라키 10년 CS 배치 11,GlenAllachie 10yo CS Batch 11,SM_G46,700,59.4,155000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102107_1.webp,Single Malt,46+,스페이사이드
10102108,글렌알라키 10년 CS 배치 2,GlenAllachie 10yo CS Batch 2,SM_G46,750,54.8,845000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102108_1.webp,Single Malt,46+,스페이사이드
10102109,글렌알라키 10년 CS 배치 3,GlenAllachie 10yo CS Batch 3,SM_G46,700,58.2,480000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102109_1.webp,Single Malt,46+,스페이사이드
10102110,글렌알라키 10년 CS 배치 4,GlenAllachie 10yo CS Batch 4,SM_G46,700,56.1,670000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102110_1.webp,Single Malt,46+,스페이사이드
10102111,글렌알라키 10년 CS 배치 5,GlenAllachie 10yo CS Batch 5,SM_G46,700,55.9,345000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102111_1.webp,Single Malt,46+,스페이사이드
10102112,글렌알라키 10년 CS 배치 6,GlenAllachie 10yo CS Batch 6,SM_G46,700,57.8,270000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102112_1.webp,Single Malt,46+,스페이사이드
10102113,글렌알라키 10년 CS 배치 7,GlenAllachie 10yo CS Batch 7,SM_G46,700,56.8,220000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102113_1.webp,Single Malt,46+,스페이사이드
10102114,글렌알라키 10년 CS 배치 8,GlenAllachie 10yo CS Batch 8,SM_G46,700,57.2,165000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102114_1.webp,Single Malt,46+,스페이사이드
10102115,글렌알라키 10년 CS 배치 9,GlenAllachie 10yo CS Batch 9,SM_G46,700,58.1,163900,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102115_1.webp,Single Malt,46+,스페이사이드
10102116,글렌알라키 10년 친커핀 버진 오크,GlenAllachie 10yo Chinquapin Virgin Oak,SM_G46,700,48,123000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102116_1.webp,Single Malt,46+,스페이사이드
10102117,글렌알라키 10년 프렌치 버진 오크,GlenAllachie 10yo French Virgin Oak,SM_G46,700,48,135000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102117_1.webp,Single Malt,46+,스페이사이드
10102118,글렌알라키 10년 그라타마코 와인 피니시,GlenAllachie 10yo Grattamacco Wine Finish,SM_G46,700,48,146800,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102118_1.webp,Single Malt,46+,스페이사이드
10102119,글렌알라키 10년 포트 우드 피니시,GlenAllachie 10yo Port Wood Finish,SM_G46,700,48,184000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102119_1.webp,Single Malt,46+,스페이사이드
10102120,글렌알라키 10년 루비 포트 캐스크 피니시 유럽 익스클루시브,GlenAllachie 10yo Ruby Port Cask Finish Europe Exclusive,SM_G46,700,48,154000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102120_1.webp,Single Malt,46+,스페이사이드
10102121,글렌알라키 10년 루비 포트 우드 피니시,GlenAllachie 10yo Ruby Port Wood Finish,SM_G46,700,48,154000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102121_1.webp,Single Malt,46+,스페이사이드
10102122,글렌알라키 10년 스페니쉬 버진 오크 피니시,GlenAllachie 10yo Spanish Virgin Oak Finish,SM_G46,700,48,139000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102122_1.webp,Single Malt,46+,스페이사이드
10102123,글렌알라키 11년 포트 우드 피니시,GlenAllachie 11yo Port Wood Finish,SM_G46,700,48,220000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102123_1.webp,Single Malt,46+,스페이사이드
10102124,글렌알라키 11년 프리미에 크뤼 클라세 와인 피니시,GlenAllachie 11yo Premier Cru Classe Wine Finish,SM_G46,700,48,178000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102124_1.webp,Single Malt,46+,스페이사이드
10102125,글렌알라키 11년 토니 포트 우드 피니시 CS,GlenAllachie 11yo Tawny Port Wood Finish CS,SM_G46,700,54.8,270000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102125_1.webp,Single Malt,46+,스페이사이드
10102126,글렌알라키 11년 뱀띠 에디션,GlenAllachie 11yo Year Of The Snake,SM_G46,700,48,240000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102126_1.webp,Single Malt,46+,스페이사이드
10102127,글렌알라키 12년(구형),GlenAllachie 12yo (Old Bottle),SM_G46,700,46,108000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102127_1.webp,Single Malt,46+,스페이사이드
10102128,글렌알라키 12년 친커핀 버진 오크,GlenAllachie 12yo Chinquapin Virgin Oak,SM_G46,700,48,265000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102128_2.png,Single Malt,46+,스페이사이드
10102129,글렌알라키 12년 마살라우드 피니시,GlenAllachie 12yo Marsala Wood Finish,SM_G46,700,48,195000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102129_1.webp,Single Malt,46+,스페이사이드
10102130,글렌알라키 12년 소테른 캐스크 피니시,GlenAllachie 12yo Sauternes Cask Finish,SM_G46,700,48,345000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102130_1.webp,Single Malt,46+,스페이사이드
10102131,글렌알라키 13년 올로로쏘 디스틸러리 익스클루시브,GlenAllachie 13yo Olorosso Distillery Exclusive,SM_G46,700,55.7,191500,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102131_1.webp,Single Malt,46+,스페이사이드
10102132,글렌알라키 13년 리오하 와인 캐스크 피니시,GlenAllachie 13yo Rioja Wine Cask Finish,SM_G46,700,48,310000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102132_1.webp,Single Malt,46+,스페이사이드
10102133,글렌알라키 15년,GlenAllachie 15yo,SM_G46,700,46,180000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102133_1.webp,Single Malt,46+,스페이사이드
10102134,글렌알라키 15년(구형),GlenAllachie 15yo (Old Bottle),SM_G46,700,46,197000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102134_1.webp,Single Malt,46+,스페이사이드
10102135,글렌알라키 15년 스코티쉬 버진 오크,GlenAllachie 15yo Scottish Virgin Oak,SM_G46,700,48,590000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102135_1.webp,Single Malt,46+,스페이사이드
10102136,글렌알라키 18년,GlenAllachie 18yo,SM_G46,700,46,355000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102136_1.webp,Single Malt,46+,스페이사이드
10102137,글렌알라키 18년(구형),GlenAllachie 18yo (Old Bottle),SM_G46,700,46,449000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102137_1.webp,Single Malt,46+,스페이사이드
10102138,글렌알라키 2007 PX Puncheon,GlenAllachie 2007 PX Puncheon Specially Selected by Billy Walker,SM_G46,700,60.4,450000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102138_1.webp,Single Malt,46+,스페이사이드
10102139,글렌알라키 2009 뀌베 캐스크 피니시,GlenAllachie 2009 Cuvee Cask Finish,SM_G46,700,55.9,280000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102139_1.webp,Single Malt,46+,스페이사이드
10102140,글렌알라키 2011 뀌베 캐스크 피니시,GlenAllachie 2011 Cuvee Cask Finish,SM_G46,700,54.9,220000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102140_1.webp,Single Malt,46+,스페이사이드
10102141,글렌알라키 2012 10년 뀌베 캐스크 피니시,GlenAllachie 2012 10yo Cuvee Cask Finish,SM_G46,700,54.9,205000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102141_1.webp,Single Malt,46+,스페이사이드
10102142,글렌알라키 2012 9년 뀌베 캐스크 피니시,GlenAllachie 2012 9yo Cuvee Cask Finish,SM_G46,700,48,135000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102142_1.webp,Single Malt,46+,스페이사이드
10102143,글렌알라키 21년 CS 배치 1,GlenAllachie 21yo CS Batch 1,SM_G46,700,51.4,2290000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102143_1.webp,Single Malt,46+,스페이사이드
10102144,글렌알라키 21년 CS 배치 2,GlenAllachie 21yo CS Batch 2,SM_G46,700,51.1,2100000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102144_1.webp,Single Malt,46+,스페이사이드
10102145,글렌알라키 21년 CS 배치 3,GlenAllachie 21yo CS Batch 3,SM_G46,700,51.5,1190000,GlenAllachie,스코틀랜드,GlenAllachie,photos/10102145_1.webp,Single Malt,46+,스페이사이드
